K;Detector;Descriptor;Matching;Matcher;Keypoint1;Keypoint2;Descriptor1;Descriptor2;Inliers;Total Matches;Match Rate;Detect time;Descript time;Match time
0.0;0.0;0.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;1172.0;1172.0;100.0;0.07661151885986328;0.06570816040039062;0.01887035369873047
0.0;0.0;1.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;2.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;3.0;4.0;0.0;1172.0;1172.0;1119.0;1119.0;892.0;892.0;100.0;0.07661151885986328;0.009321451187133789;0.019678354263305664
0.0;0.0;4.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;5.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;938.0;938.0;100.0;0.07661151885986328;0.0780038833618164;0.01643657684326172
0.0;0.0;6.0;4.0;0.0;1172.0;1172.0;835.0;835.0;666.0;666.0;100.0;0.07661151885986328;0.004499673843383789;0.011949300765991211
0.0;0.0;7.0;4.0;0.0;1172.0;1172.0;1040.0;1040.0;1037.0;1037.0;100.0;0.07661151885986328;0.0023267269134521484;0.009652853012084961
0.0;0.0;8.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;932.0;932.0;100.0;0.07661151885986328;0.004988431930541992;0.024106740951538086
0.0;0.0;9.0;4.0;0.0;1172.0;1172.0;1067.0;1067.0;1048.0;1048.0;100.0;0.07661151885986328;0.00127410888671875;0.008987903594970703
0.0;0.0;10.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;1172.0;1172.0;100.0;0.07661151885986328;0.07199788093566895;0.011406421661376953
0.0;0.0;11.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;1172.0;1172.0;100.0;0.07661151885986328;0.0014624595642089844;0.015839815139770508
0.0;0.0;12.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;1172.0;1172.0;100.0;0.07661151885986328;0.0011539459228515625;0.011482477188110352
0.0;0.0;13.0;4.0;0.0;1172.0;1172.0;1172.0;1172.0;1172.0;1172.0;100.0;0.07661151885986328;0.012096405029296875;0.01148366928100586
0.0;1.0;0.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.01872420310974121;0.005455970764160156
0.0;1.0;1.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.04658794403076172;0.005146026611328125
0.0;1.0;2.0;4.0;0.0;251.0;251.0;244.0;244.0;244.0;244.0;100.0;0.05598115921020508;0.0036668777465820312;0.004927873611450195
0.0;1.0;3.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.0026068687438964844;0.005320310592651367
0.0;1.0;4.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;1.0;5.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.07006716728210449;0.0055408477783203125
0.0;1.0;6.0;4.0;0.0;251.0;251.0;242.0;242.0;242.0;242.0;100.0;0.05598115921020508;0.001519918441772461;0.009399652481079102
0.0;1.0;7.0;4.0;0.0;251.0;251.0;251.0;251.0;249.0;249.0;100.0;0.05598115921020508;0.0007026195526123047;0.004693508148193359
0.0;1.0;8.0;4.0;0.0;251.0;251.0;251.0;251.0;245.0;245.0;100.0;0.05598115921020508;0.002088308334350586;0.005830049514770508
0.0;1.0;9.0;4.0;0.0;251.0;251.0;251.0;251.0;244.0;244.0;100.0;0.05598115921020508;0.00092315673828125;0.004510402679443359
0.0;1.0;10.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.018923282623291016;0.005198240280151367
0.0;1.0;11.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.0007007122039794922;0.004763364791870117
0.0;1.0;12.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.0006251335144042969;0.004678010940551758
0.0;1.0;13.0;4.0;0.0;251.0;251.0;251.0;251.0;251.0;251.0;100.0;0.05598115921020508;0.0035355091094970703;0.004570722579956055
0.0;2.0;0.0;4.0;0.0;1720.0;1720.0;1720.0;1720.0;1720.0;1720.0;100.0;0.006754398345947266;0.10075736045837402;0.01853656768798828
0.0;2.0;1.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;2.0;2.0;4.0;0.0;1720.0;1720.0;1714.0;1714.0;1714.0;1714.0;100.0;0.006754398345947266;0.009329080581665039;0.020524024963378906
