K;Detector;Descriptor;Matching;Matcher;Keypoint1;Keypoint2;Descriptor1;Descriptor2;Inliers;Total Matches;Match Rate;Detect time;Descript time;Match time
0.0;0.0;0.0;4.0;0.0;1549.0;1707.0;1549.0;1707.0;937.0;1015.0;92.3152709359606;0.10049247741699219;0.09866833686828613;0.015730619430541992
0.0;0.0;1.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;2.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;3.0;4.0;0.0;1549.0;1707.0;1458.0;1693.0;1.0;905.0;0.11049723756906078;0.10049247741699219;0.014619112014770508;0.0233914852142334
0.0;0.0;4.0;4.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0.0;0.0;5.0;4.0;0.0;1549.0;1707.0;1549.0;1707.0;807.0;885.0;91.18644067796609;0.10049247741699219;0.10574126243591309;0.01727890968322754
0.0;0.0;6.0;4.0;0.0;1549.0;1707.0;1100.0;1525.0;0.0;688.0;0.0;0.10049247741699219;0.008676290512084961;0.01363515853881836
0.0;0.0;7.0;4.0;0.0;1549.0;1707.0;1370.0;1673.0;1.0;764.0;0.13089005235602094;0.10049247741699219;0.0035359859466552734;0.007748603820800781
0.0;0.0;8.0;4.0;0.0;1549.0;1707.0;1549.0;1707.0;419.0;731.0;57.3187414500684;0.10049247741699219;0.007753610610961914;0.030260562896728516
0.0;0.0;9.0;4.0;0.0;1549.0;1707.0;1396.0;1678.0;0.0;773.0;0.0;0.10049247741699219;0.001817941665649414;0.006028175354003906
0.0;0.0;10.0;4.0;0.0;1549.0;1707.0;1549.0;1707.0;880.0;989.0;88.97876643073812;0.10049247741699219;0.10066962242126465;0.010424613952636719
0.0;0.0;11.0;4.0;0.0;1549.0;1707.0;1549.0;1707.0;698.0;866.0;80.60046189376443;0.10049247741699219;0.002004861831665039;0.019901752471923828
